campus;nível;nome do curso;modalidade;turno;alunos matriculados;
Campus Bagé;Graduação;Matemática;Licenciatura Plena;Noturno;138;
Campus Bagé;Graduação;Música;Licenciatura Plena;Integral;76;
Campus Bagé;Graduação;Química;Licenciatura Plena;Integral;118;
Campus Bagé;Pós-Graduação;Especialização em Modelagem Computacional em Ensino, Experimentação e Simulação;Especialização;Noturno;12;
Campus Bagé;Pós-Graduação;Mestrado em Computação Aplicada;Mestrado;Integral;13;
Campus Bagé;Pós-Graduação;Mestrado em Ensino;Mestrado;Integral;25;
Campus Bagé;Pós-Graduação;Mestrado Profissional em Ensino de Ciências;Mestrado;Integral;41;
Campus Bagé;Pós-Graduação;Mestrado Profissional em Ensino de Línguas;Mestrado;Integral;35;
Campus Caçapava do Sul;Graduação;Ciências Exatas;Licenciatura Plena;Integral;95;
Campus Caçapava do Sul;Graduação;Engenharia Ambiental e Sanitária;Bacharelado;Integral;121;
Campus Caçapava do Sul;Graduação;Geofísica;Bacharelado;Integral;55;
Campus Caçapava do Sul;Graduação;Geologia;Bacharelado;Integral;222;
Campus Caçapava do Sul;Graduação;Mineração;Tecnológico;Noturno;109;
Campus Caçapava do Sul;Pós-Graduação;Especialização em Educação Científica e Tecnológica;Especialização;Integral;14;
Campus Caçapava do Sul;Pós-Graduação;Especialização em Geofísica e Geologia Aplicadas a Recursos Naturais e Meio Ambiente;Especialização;Integral;14;
Campus Caçapava do Sul;Pós-Graduação;Mestrado em Tecnologia Mineral;Mestrado;Integral;23;
Campus Dom Pedrito;Graduação;Agronegócio;Tecnológico;Noturno;175;
Campus Dom Pedrito;Graduação;Ciências da Natureza;Licenciatura Plena;Noturno;158;
Campus Dom Pedrito;Graduação;Educação no Campo;Licenciatura Plena;Integral;155;
Campus Dom Pedrito;Graduação;Enologia;Bacharelado;Integral;132;
Campus Dom Pedrito;Graduação;Zootecnia;Bacharelado;Integral;212;
Campus Dom Pedrito;Pós-Graduação;Especialização em Agronegócio;Especialização;Integral;31;
Campus Dom Pedrito;Pós-Graduação;Especialização em Educação do Campo e Ciências da Natureza;Especialização;Integral;20;
Campus Dom Pedrito;Pós-Graduação;Especialização em Ensino de Ciências na Educação do Campo;Especialização;Noturno;18;
Campus Dom Pedrito;Pós-Graduação;Especialização em Gestão e Inovação do Agronegócio;Especialização;Integral;21;
Campus Dom Pedrito;Pós-Graduação;Especialização em Produção Animal;Especialização;Integral;10;
Campus Itaqui;Graduação;Agronomia;Bacharelado;Integral;282;
Campus Itaqui;Graduação;Ciência e Tecnologia de Alimentos;Bacharelado;Integral;124;
Campus Itaqui;Graduação;Engenharia de Agrimensura;Bacharelado;Integral;151;
Campus Itaqui;Graduação;Interdisciplinar em Ciência e Tecnologia;Bacharelado;Integral;164;
Campus Itaqui;Graduação;Interdisciplinar em Ciência e Tecnologia;Bacharelado;Noturno;203;
Campus Itaqui;Graduação;Matemática;Licenciatura Plena;Noturno;127;
Campus Itaqui;Graduação;Nutrição;Bacharelado;Integral;212;
Campus Itaqui;Pós-Graduação;Especialização em Ciências Exatas e Tecnologia;Especialização;Noturno;24;
Campus Jaguarão;Graduação;Gestão de Turismo;Tecnológico;Noturno;104;
Campus Jaguarão;Graduação;História;Licenciatura Plena;Noturno;104;
Campus Jaguarão;Graduação;Letras Português;Licenciatura Plena;Integral;117;
Campus Jaguarão;Graduação;Letras Português;Licenciatura Plena;Noturno;245;
Campus Jaguarão;Graduação;Letras Português/Espanhol e Respectivas Literaturas;Licenciatura Plena;Integral;35;
Campus Jaguarão;Graduação;Letras Português/Espanhol e Respectivas Literaturas;Licenciatura Plena;Noturno;142;
Campus Jaguarão;Graduação;Pedagogia;Licenciatura Plena;Noturno;161;
Campus Jaguarão;Graduação;Produção e Política Cultural;Bacharelado;Integral;68;
Campus Jaguarão;Pós-Graduação;Especialização em Gestão Estratégica em Turismo;Especialização;Noturno;26;
Campus Jaguarão;Pós-Graduação;Especialização em Direitos Humanos e Cidadania;Especialização;Integral;15;
Campus Jaguarão;Pós-Graduação;Especialização em Educação e Gestão do Patrimônio Cultural;Especialização;Matutino;4;
Campus Jaguarão;Pós-Graduação;Especialização em Tecnologias Digitais e Educação;Especialização;Integral;3;
Campus Jaguarão;Pós-Graduação;Mestrado em Educação;Mestrado;Integral;71;
Campus Santana do Livramento;Graduação;Administração;Bacharelado;Matutino;182;
Campus Santana do Livramento;Graduação;Administração;Bacharelado;Noturno;241;
Campus Santana do Livramento;Graduação;Ciências Econômicas;Bacharelado;Noturno;184;
Campus Santana do Livramento;Graduação;Direito;Bacharelado;Integral;149;
Campus Santana do Livramento;Graduação;Gestão Pública;Tecnológico;Noturno;159;
Campus Santana do Livramento;Graduação;Relações Internacionais;Bacharelado;Integral;182;
Campus Santana do Livramento;Pós - UAB;Especialização em Gestão Pública Municipal;Especialização;Integral;340;
Campus Santana do Livramento;Pós-Graduação;Especialização em Gestão Pública;Especialização;Integral;24;
Campus Santana do Livramento;Pós-Graduação;Mestrado em Administração;Mestrado;Integral;22;
Campus São Borja;Graduação;Ciências Humanas;Licenciatura Plena;Noturno;192;
Campus São Borja;Graduação;Ciências Sociais - Ciência Política;Bacharelado;Noturno;156;
Campus São Borja;Graduação;Comunicação Social - Jornalismo;Bacharelado;Integral;135;
Campus São Borja;Graduação;Comunicação Social - Publicidade e Propaganda;Bacharelado;Integral;157;
Campus São Borja;Graduação;Comunicação Social - Relações Públicas;Bacharelado;Noturno;179;
Campus São Borja;Graduação;Serviço Social;Bacharelado;Integral;171;
Campus São Borja;Pós-Graduação;Mestrado em Comunicação e Indústria Criativa;Mestrado;Noturno;10;
Campus São Borja;Pós-Graduação;Especialização em Políticas e Intervenção em Violência Intrafamiliar;Especialização;Integral;29;
Campus São Borja;Pós-Graduação;Mestrado em Políticas Públicas;Mestrado;Integral;29;
Campus São Gabriel;Graduação;Biotecnologia;Bacharelado;Integral;92;
Campus São Gabriel;Graduação;Ciências Biológicas;Bacharelado;Integral;115;
Campus São Gabriel;Graduação;Ciências Biológicas;Licenciatura Plena;Integral;94;
Campus São Gabriel;Graduação;Engenharia Florestal;Bacharelado;Integral;152;
Campus São Gabriel;Graduação;Gestão Ambiental;Bacharelado;Noturno;154;
Campus São Gabriel;Pós-Graduação;Doutorado em Ciências Biológicas;Doutorado;Integral;14;
Campus São Gabriel;Pós-Graduação;Mestrado em Ciências Biológicas;Mestrado;Integral;18;
Campus Uruguaiana;Graduação;Aquicultura;Tecnológico;Vespertino;115;
Campus Uruguaiana;Graduação;Bacharelado em Medicina;Bacharelado;Integral;101;
Campus Uruguaiana;Graduação;Ciências da Natureza;Licenciatura Plena;Noturno;188;
Campus Uruguaiana;Graduação;Enfermagem;Bacharelado;Integral;243;
Campus Uruguaiana;Graduação;Farmácia;Bacharelado;Integral;231;
Campus Uruguaiana;Graduação;Fisioterapia;Bacharelado;Integral;274;
Campus Uruguaiana;Graduação;Licenciatura em Educação Física;Licenciatura Plena;Noturno;197;
Campus Uruguaiana;Graduação;Medicina Veterinária;Bacharelado;Integral;398;
Campus Uruguaiana;Pós-Graduação;Doutorado em Bioquímica;Doutorado;Matutino;36;
Campus Uruguaiana;Pós-Graduação;Doutorado em Ciências Fisiológicas;Doutorado;Integral;4;
Campus Uruguaiana;Pós-Graduação;Especialização em  História e  Cultura  Africana, Afro-brasileira e Indígena;Especialização;Integral;14;
Campus Uruguaiana;Pós-Graduação;Especialização em Atividade Física e Saúde;Especialização;Noturno;48;
Campus Uruguaiana;Pós-Graduação;Especialização em Educação Ambiental;Especialização;Noturno;27;
Campus Uruguaiana;Pós-Graduação;Especialização em Neurociência Aplicada à Educação;Especialização;Integral;26;
Campus Uruguaiana;Pós-Graduação;Mestrado em Bioquímica;Mestrado;Integral;33;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciência Animal;Mestrado;Integral;24;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciências Farmacêuticas;Mestrado;Integral;30;
Campus Uruguaiana;Pós-Graduação;Mestrado em Ciências Fisiológicas;Mestrado;Integral;9;
Campus Uruguaiana;Pós-Graduação;RESIDÊNCIA INTEGRADA EM MEDICINA VETERINÁRIA;Especialização;Integral;11;
Campus Uruguaiana;Pós-Graduação;RESIDÊNCIA INTEGRADA MULTIPROFISSIONAL EM SAÚDE COLETIVA;Especialização;Integral;10;
Campus Uruguaiana;Pós-Graduação;RESIDÊNCIA INTEGRADA MULTIPROFISSIONAL EM SAÚDE MENTAL COLETIVA;Especialização;Integral;11;
Campus Uruguaiana;Pós-Graduação;RESIDÊNCIA INTEGRADA MULTIPROFISSIONAL EM URGÊNCIA E EMERGÊNCIA;Especialização;Integral;15;
Universidade Federal do Pampa;Extensão;A ESCOLA E A CIDADE: POLÍTICAS PÚBLICAS E EDUCACIONAIS;Aperfeiçoamento;Matutino;2;
Universidade Federal do Pampa;Extensão;DOCÊNCIA NA ESCOLA DE TEMPO INTEGRAL;Aperfeiçoamento;Matutino;5;
Universidade Federal do Pampa;Extensão;ED DO CAMP REFAZENDO CAMINHOS NA REGIÃO DO PAMPA - SÃO BORJA;Aperfeiçoamento;Matutino;32;
Universidade Federal do Pampa;Extensão;EDUCAÇÃO DO CAMPO: REFAZENDO CAMINHOS DA REGIÃO DO PAMPA;Aperfeiçoamento;Matutino;48;
Universidade Federal do Pampa;Extensão;O ENSINO DE LÍNGUA BRASILEIRA DE SINAIS NA PERSPECTIVA DA EDUCAÇÃO BILINGUE;Aperfeiçoamento;Matutino;3;
Universidade Federal do Pampa;Graduação;ALUNO EM REGIME ESPECIAL DE GRADUACAO;Específica referente à profissão;Integral;59;
Universidade Federal do Pampa;Pós-Graduação;CAPES FULBRIGHT;Aperfeiçoamento;Integral;4;
Universidade Federal do Pampa;Pós-Graduação;PROGRAMA NACIONAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;7;
Universidade Federal do Pampa;Pós-Graduação;REGIME ESPECIAL DE PÓS-GRADUAÇÃO;Específica referente à profissão;Integral;183;
